transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,listed_date
rent,"Baltic Apartments, Western Gateway, London, E16",1,1,,1651,381,Available from 19th June 2023 Double Bedroom Spacious Lounge Fully Integrated Kitchen Modern Bathroom 24 Hour Concierge Royal Dock DLR Station,Apartment,E16,"Hawk & Eagle Property Consultants, London",rightmove,https://www.rightmove.co.uk/properties/135059870#/?channel=RES_LET,2023-05-20
rent,"Astonville Street, SW18",2,,,1900,438,Beautifully-presented two bedroom garden flat on Southfields grid.,Maisonette,SW18,"John D Wood & Co. Lettings, Southfields",rightmove,https://www.rightmove.co.uk/properties/135059849#/?channel=RES_LET,2023-05-20
rent,"Earsby Street, London, W14",1,1,,1700,392,"Oyster Properties are proud to present this well maintained one double bedroom flat in the heart of Kensington Olympia. The property consists of a spacious living room, kitchen, double bedroom and a bathroom. Located on Earsby Street all train stations are withing 0.5 miles from the pr...",Apartment,W14,"Oyster Properties, London",rightmove,https://www.rightmove.co.uk/properties/134581697#/?channel=RES_LET,2023-05-20
rent,Tantallon House,1,1,,2816,650,Get the best of both worlds with this 22nd floor one bedroom apartment which enjoys views over the Residents' Garden. FREE WIFI,Apartment,House,Get Living,rightmove,https://www.rightmove.co.uk/properties/134996645#/?channel=RES_LET,
rent,Tottenham Lane London N8,1,1,,1450,335,A quirky one bedroom flat available to rent. This property is located within walking distance to Hornsey Rail station and close to the amenities of Crouch End Broadway.,Flat,N8,"Kinleigh Folkard & Hayward - Lettings, Crouch End",rightmove,https://www.rightmove.co.uk/properties/135059792#/?channel=RES_LET,2023-05-20
rent,"Royal Crescent, London, W11",2,1,,2500,577,"A peaceful two-bedroom property, with eat-in kitchen, overlooking the stunning communal gardens of Royal Crescent, moments to public transport links, Shephards Bush and all the action of Notting Hill.",Flat,W11,"Agent & Homes, London",rightmove,https://www.rightmove.co.uk/properties/135059747#/?channel=RES_LET,2023-05-20
rent,"Bounds Green Road, London, N22",,1,,1350,312,Located opposite Trinity Gardens a short walk to Alexandra Palace over ground and Wood Green and Bounds Green Tube station (Piccadilly line) Located minutes from local shops and cafes at Bounds Gr... ** Property Reference: 1524253 **,Studio,N22,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135059720#/?channel=RES_LET,2023-05-20
rent,"Woolcombes Court, Princes Riverside Road, London",2,2,,2200,508,"Situated in a popular gated riverside development, this 6th floor two double bedroom two bathroom penthouse apartment is available for a mid-June occupation on a furnished basis. Well-presented throughout with fantastic views of the London skyline down river from its large windows in the recept...",Apartment,London,"Oliver Jaques, Surrey Quays",rightmove,https://www.rightmove.co.uk/properties/135059714#/?channel=RES_LET,2023-05-20
rent,"Young Street, London, W8",1,1,,3799,877,"We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 10 June 2023, this property benefits from garden access. Property is offered furnis... ** Property Reference: 1597460 **",Flat,W8,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135059699#/?channel=RES_LET,2023-05-20
rent,"Imperial House, Two Bedroom Apartment - Kensington - W8 - 1044sq ft - (£1,300 p/w)",2,2,,5633,1300,"Imperial House, Two Bedroom Apartment - Kensington - W8 - 1044sq ft - (£1,300 p/w) Completion Sales and Lettings are delighted to present this newly built luxuriously designed two bedroom apartment to Let in W8. Situated in the heart of South Kensington, the apartment comprises a spac...",Apartment,p/w),"Completion Sales & Lettings Ltd, London",rightmove,https://www.rightmove.co.uk/properties/135059675#/?channel=RES_LET,2023-05-20
rent,"Westbourne Gardens, Notting Hill, W2",2,2,,3033,700,"A smart and spacious split level apartment with a private courtyard. Complete with two double bedrooms and two bathrooms. The reception room is light and has room for a dining table, lounge space and office area. Located on this quiet street which is conveniently located for Westbourne Grove and ...",Flat,W2,"Homesite, Notting Hill - Lettings",rightmove,https://www.rightmove.co.uk/properties/134890283#/?channel=RES_LET,2023-05-20
rent,"Sky Gardens, 155 Wandsworth Road, London, SW8",2,2,,3000,692,Available mid June - Sky Garden Nine Elms is an exquisite reference of modern living. LiFE in this beautiful development is custom designed for quality living. This spacious two bedroom apartment spanning over 754 sq ft comes fully furnished with a high specification throughout includi...,Apartment,SW8,"Life Residential, Nine Elms Riverside Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/135059564#/?channel=RES_LET,2023-05-20
rent,"Cornelia Street, Islington, N7",,1,,1850,427,Bright studio apartment set on the first floor of this period conversion close to both Highbury & Islington station and Caledonian Road underground stations,Flat,N7,"Chestertons Estate Agents, Islington Lettings",rightmove,https://www.rightmove.co.uk/properties/135059552#/?channel=RES_LET,2023-05-20
rent,"Griffin Road, London, Greater London, SE18",1,1,,1300,300,"Situated in a well-maintained building, this delightful residence offers a private roof terrace and a comfortable living space, perfect for individuals or couples seeking a stylish and cosy home.",Flat,SE18,"Kallars, London",rightmove,https://www.rightmove.co.uk/properties/135059528#/?channel=RES_LET,2023-05-20
rent,"Hoxton Street, N1 6LP",2,1,,2300,531,"**ZERO DEPOSIT GUARANTEE AVAILABLE****VIDEO TOUR AVAILABLE** A beautiful three storey, two bedroom maisonette recently refurbished. It compromises from a fully fitted kitchen, three piece bathroom and a very spacious living room. The apartment is located within walking distance to local shops, am...",Maisonette,6LP,"Bairstow Eves Lettings, Bow",rightmove,https://www.rightmove.co.uk/properties/135059519#/?channel=RES_LET,2023-05-20
rent,"My Base, Webber Street, Waterloo, SE1",1,1,,1998,461,"A superb Modern and spacious One bedroom apartment in the highly sought-after MyBase development in Southwark. This spacious property is offered fully-furnished to a high specification with stylish modern furniture,open plan reception room and integrated kitchen with Neff appliances, hard-woo...",Flat,SE1,"Liv International, London",rightmove,https://www.rightmove.co.uk/properties/135059426#/?channel=RES_LET,2023-05-20
rent,"Kelson House, Royal Wharf, E16",2,2,,2600,600,A beautifully presented and sought after two double bedroom apartment located within the prestigious Royal Wharf Development.,Apartment,E16,"JOHNS&CO, Royal Wharf",rightmove,https://www.rightmove.co.uk/properties/135059366#/?channel=RES_LET,2023-05-20
rent,"Hillcrest Road, London",,,,1200,277,"Ground floor very spacious studio in excellent order located in quiet residential area between Ealing Common and Acton Town Stations. Furnished or unfurnished (landlord is flexible). Rent is £ 1300 pcm including water, gas and electric bills for 1 person or £ 1375 pcm for a cou...",Flat,London,"Gravity Estates, Gravity Estates",rightmove,https://www.rightmove.co.uk/properties/135059342#/?channel=RES_LET,2023-05-20
rent,"Cambridge Heath Road, Bethnal Green, London, E2 9BU",1,,,1560,360,"Prime Land Property are pleased to offer this well located 1 Bedroom flat situated on Cambridge Heath Road, Bethnal Green. The flat benefits from fitted kitchen, fitted 3 piece bathroom, s...",Flat,9BU,"Prime Land Property, London",rightmove,https://www.rightmove.co.uk/properties/135059276#/?channel=RES_LET,2023-05-20
rent,"UNCLE Colindale, Aeriel Square, London, NW9",2,1,,2272,524,"A selection of newly built, modern and spacious studios, 1, 2 & 3 bedroom apartments with access to a wide range of communal spaces. Easy transport links to Kings Cross within 22 minutes via Colindale station which is a 1-minute walk from UNCLE Colindale. UNCLE Colindale...",Apartment,NW9,"CBRE Residential, Letting Developments, London",rightmove,https://www.rightmove.co.uk/properties/135059105#/?channel=RES_LET,2023-05-20
rent,"Plumbers Row, Spitalfields, E1",2,2,,2513,580,Square Quarters are proud to present this modern two bedroom two bathroom apartment with its own private terrace capturing the Gherkin located in the trendy and popular area of Spitalfields E1.,Flat,E1,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/135059090#/?channel=RES_LET,2023-05-20
rent,"Deptford High Street, Deptford, London, SE8",2,2,,2200,508,"Presenting a delightful two-bedroom flat that exudes style and offers the perfect blend of convenience and luxury. This fantastic residence boasts a private terrace and en-suite facilities, making it a coveted gem in the heart of the city.",Flat,SE8,"Kallars, London",rightmove,https://www.rightmove.co.uk/properties/135059057#/?channel=RES_LET,2023-05-20
rent,"Upper Street, London, N1",2,1,,2750,635,"This charming 2 bedroom flat is located on Upper Street, a short walk from the shops, bars and restaurants.As you enter the building you are greeted by a staircase that ascends to a flat on every floor.",Flat,N1,"Properly, London",rightmove,https://www.rightmove.co.uk/properties/135058943#/?channel=RES_LET,2023-05-20
rent,"Admiralty Avenue, London, E16",3,2,,2492,575,"A bright two bedroom modern apartment set within this sought after riverside development in Royal Docks E16. The property is offered furnished and benefits from a generous open plan living room, fully integrated kitchen, master en suite and family bathroom, video entry and completed to a high specif",Apartment,E16,"Properties LTD, London",rightmove,https://www.rightmove.co.uk/properties/135058631#/?channel=RES_LET,2023-05-20
rent,"Sky Gardens, 155 Wandsworth Road, Nine Elms, London, SW8",2,2,,3250,750,Sky Garden Nine Elms is an exquisite reference of modern living. LiFE is delighted to present this spacious two bed two bath apartment,Apartment,SW8,"Life Residential, Nine Elms Riverside Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/135058895#/?channel=RES_LET,2023-05-20
rent,"Cathcart Hill, London N19",3,1,,3950,912,This exceptional three-bedroom flat is configured across the ground of a period conversion on Cathcart Hill in Tufnell Park.,Apartment,N19,"Properly, London",rightmove,https://www.rightmove.co.uk/properties/135058634#/?channel=RES_LET,2023-05-20
rent,"Marlborough Close, LONDON",2,1,,1650,381,"**ZERO DEPOSIT GUARANTEE AVAILABLE** Excellent two bedroom ground floor apartment with separate kitchen and a large garden at the rear. The apartment has got laminate floor throughout, neutrally decorated with a parking spot on the drive. Situated just of Oakleigh Road North with easy access to ...",Apartment,LONDON,"Barnard Marcus Lettings, North Finchley Lettings",rightmove,https://www.rightmove.co.uk/properties/135058571#/?channel=RES_LET,2023-05-20
rent,Croft Close Chislehurst BR7,2,1,,1650,381,*Zero Deposit Option* Two bedroom top floor maisonette with a section of garden in a quiet cul-de-sac. Located close to Elmstead Woods Station and offered unfurnished. Available now.,Flat,BR7,"Langford Russell, Chislehurst",rightmove,https://www.rightmove.co.uk/properties/134120741#/?channel=RES_LET,2023-05-20
rent,"Cityview Point, 139 Leven Road, London, E14",2,2,,2100,485,Available Early June | 2 Bedroom 2 Bathroom | Large Private Balcony | Fully Furnished | Daytime Concierge | 0.8m from Langdon Park station (DLR) | 0.9m from Canning Town station (DLR/Jubilee) | EPC: B | Example Photos & Floorplan Used,Apartment,E14,"Life Residential, Royal Wharf - Lettings",rightmove,https://www.rightmove.co.uk/properties/134940104#/?channel=RES_LET,18/05/2023
rent,"Galleria House, Seagull Lane, London, E16",1,,,1993,460,"Luxury one bedroom apartment with balcony set within in the impressive Galleria House, part of the famous Royal Eden Docks development, E16. The apartments are surrounded by vibrant, landscaped spaces and a collective mix of well-being amenities. Comprises a spacious living area, modern fitted kitch",Apartment,E16,"Properties LTD, London",rightmove,https://www.rightmove.co.uk/properties/135058430#/?channel=RES_LET,2023-05-20
rent,"134 Trinity Road, London SW17 7HS",3,,,3200,738,FURNISHED / UNFURNISHED AVAILABLE 1st of June 2023. A light ground floor apartment located close to Tooting Bec station and all amenities.,Ground Flat,7HS,"EweMove, Covering Greater London",rightmove,https://www.rightmove.co.uk/properties/135058490#/?channel=RES_LET,2023-05-20
rent,"Franklin House, Wapping, E1W",3,1,,3200,738,"3 Minutes’ walk from Wapping Overground Station, 30 seconds walk to Wapping High St and surrounded by 3 large beautiful parks, this stunning flat sits in a perfect location. It is on the 2nd floor... ** Property Reference: 1711725 **",Flat,E1W,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135058472#/?channel=RES_LET,2023-05-20
rent,"Offord Road, Barnsbury",,1,,1599,369,A spacious studio apartment in a period conversion with separate well equipped kitchen and wooden flooring throughout. It has large windows so it is very bright throughout and has access to communal gardens.,Flat,Barnsbury,"Dexters, Islington",rightmove,https://www.rightmove.co.uk/properties/135058418#/?channel=RES_LET,2023-05-20
rent,"Finchley Road, Hampstead",3,2,,2700,623,A beautifully presented and spacious three double bedroom split level maisonette to let with direct access to communal gardens. Perfect for a professional sharers or a family who love to entertain.,Flat,Hampstead,"Dexters, West Hampstead South",rightmove,https://www.rightmove.co.uk/properties/135058382#/?channel=RES_LET,2023-05-20
rent,"Walpole Gardens, Chiswick",1,1,,1898,438,"A well presented one bedroom apartment in a period conversion, presented with a refurbished kitchen and modern bathroom in addition to a large double bedroom.",Flat,Chiswick,"Dexters, Chiswick",rightmove,https://www.rightmove.co.uk/properties/135058361#/?channel=RES_LET,2023-05-20
rent,"Sutherland Road, N17",1,,,800,185,**NO DEPOSIT OPTION AVAILABLE** - Large double room to let in lovely house on popular road in Tottenham.,Flat Share,N17,"haart, Southgate - Lettings",rightmove,https://www.rightmove.co.uk/properties/131572046#/?channel=RES_LET,2023-05-20
rent,"Malwood Road, London, SW12",2,1,,2496,576,"A spacious and bright two-bedroom apartment with private terrace presented in fantastic condition, situated in the heart of Clapham South, just moments from the station and the common",Apartment,SW12,"Marsh & Parsons, Balham & Clapham South",rightmove,https://www.rightmove.co.uk/properties/135058127#/?channel=RES_LET,2023-05-20
rent,"The Printworks, 139 Clapham Road, Stockwell, London, SW9",,1,,1600,369,Come see this fantastic studio apartment in The Printworks development. This highly specified apartment is furnished and equipped for luxurious living. The kitchen has an open plan style to give you sufficient kitchen space to embrace your inner Gordon Ramsey. Coming fully equipped wi...,Apartment,SW9,"Life Residential, Nine Elms Riverside Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/135058034#/?channel=RES_LET,2023-05-20
rent,"High Road, Wood Green, N22",2,2,,1600,369,"Two bedroom flat on the first floor situated within a stones throw of Wood Green Underground Station and the busy shopping area with a vast array of coffee shops & restaurants. The property benefits from an open plan lounge / kitchen, modern fitted bathroom and gas central heating. Available ...",Apartment,N22,"Coultons, North Chingford",rightmove,https://www.rightmove.co.uk/properties/135058025#/?channel=RES_LET,2023-05-20
rent,"Keybridge, 7A Exchange Gardens, London, SW8",1,1,,2750,635,"Situated ideally along the south-west of the Thames, this brand-new 1-bedroom apartment is available for rent. High up in the block and available FURNISHED this is the perfect apartment for a couple or a solo tenant, to usher in the (hopefully!) summer of freedom. Complete with high-sp...",Apartment,SW8,"Life Residential, Nine Elms Riverside Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/135058007#/?channel=RES_LET,2023-05-20
rent,"Allitsen Road, St John's Wood, NW8",,1,,2145,495,"--Council Tax Included-- A beautiful studio apartment situated between St John's Wood and Regent's Park. Local amenities and transport links just a short distance from the apartment. Fully furnished studio flat to let with good size living space, including fitted kitchen area and...",Flat,NW8,"SN Estates London, London",rightmove,https://www.rightmove.co.uk/properties/135057971#/?channel=RES_LET,2023-05-20
rent,"Anchorage Point, Cuba Street, London, E14",3,2,,3878,895,"Modern river front, three bedroom, two bathroom duplex apartment with a private balcony offering outstanding West facing views. This flat offers a spacious reception room with floor to ceiling windows, views across the River",Apartment,E14,"Properties LTD, London",rightmove,https://www.rightmove.co.uk/properties/135057518#/?channel=RES_LET,2023-05-20
rent,"Royal Circus, West Norwood, SE27",1,1,,750,173,"Spacious double room to rent in West Norwood. ALL BILLS INCLUDED. Furnished. Beautiful spacious double room located on Royal Circus in West Norwood, moments to West Norwood and Tulse Hill stations, available from 26th June.",House Share,SE27,"Moving Inn, London",rightmove,https://www.rightmove.co.uk/properties/134321258#/?channel=RES_LET,2023-05-20
rent,"Kings Court, London, W6 0RW",1,1,,1650,381,A recently modernised one bedroom apartment in this ever popular block just off King St with heating and hot water included in the rent. Kings Court is nestled between Stamford Brook and Ravenscourt underground stations with great Bus links into and out of town. The fla...,Flat,0RW,"Gordon Lindsay Associates, Chiswick",rightmove,https://www.rightmove.co.uk/properties/134692406#/?channel=RES_LET,2023-05-20
rent,"Keybridge Capital, Vauxhall",1,1,,2575,594,"This exciting development is located in the up and coming and sought after area of Vauxhall, centrally located with The City and West End on your door-step. Being within Zone 1 Vauxhall offers tenants excellent transport links including Vauxhall Underground Station",Apartment,Vauxhall,"Petty Son & Prestwich Ltd, London",rightmove,https://www.rightmove.co.uk/properties/134473916#/?channel=RES_LET,2023-05-20
rent,"Millharbour, London, E14",3,2,,2708,625,"Modern two bedroom, two bathroom with large terrace set within one of Canary Wharf's most popular riverside developments, Millennium Harbour on the banks of the River Thames. Accommodation spans 832 sq ft and includes a spacious living room, separate stylish fitted kitchen with integrated appliances",Flat,E14,"Properties LTD, London",rightmove,https://www.rightmove.co.uk/properties/135057368#/?channel=RES_LET,2023-05-20
rent,"Victoria Road, North Chingford, London, E4",1,1,,1250,288,"*North Chingford* This characterful top floor apartment converted from a three storey double fronted house in a sought after tree-lined street is available IMMEDIATELY. Arranged over 523 square feet it comprises double bedroom, bathroom and lounge which is open plan with the kitchen.",Apartment,E4,"Properly, London",rightmove,https://www.rightmove.co.uk/properties/135057428#/?channel=RES_LET,2023-05-20
rent,"Plough Way, Southwark, SE16",3,2,,3200,738,"A self contained, 3 Bed 2 Bath, end of terrace house by the river Thames, with front and back garden, backing onto a South Dock Marina, with its many boats and moored yachts. Fitted kitchen, finished to a very high spec, including extractor, fridge/freezer, double oven, washing machine and dishwa...",Terraced,SE16,"New Space, London",rightmove,https://www.rightmove.co.uk/properties/133863152#/?channel=RES_LET,2023-05-20
rent,"Sealey Tower, Thunderer Street, London, E13",1,1,,1898,438,"Modern one bedroom apartment set within Sealey Tower. Comprises a spacious open-plan living area providing natural lighting, stylish fitted kitchen with integrated appliances , floor to ceiling glazing, wood flooring, spacious bedroom and bathroom suite.",Flat,E13,"Properties LTD, London",rightmove,https://www.rightmove.co.uk/properties/135057164#/?channel=RES_LET,2023-05-20
rent,"Ashburton Place, Mayfair",3,3,,20000,4615,Duplex penthouse 3 beds with stunning views,Apartment,Mayfair,"Rokstone, London",rightmove,https://www.rightmove.co.uk/properties/135057311#/?channel=RES_LET,2023-05-20
rent,High Street Kensington,1,2,,3792,875,"Welcome to this exquisite apartment, located on the 4th floor and offering a spacious 678 sq ft of living space. Individually designed to the highest specification, this residence combines space, light, and style in a truly remarkable way. Step inside to discover a fully fitted kitchen, eq...",Apartment,Kensington,"Barnard Marcus Lettings, Earls Court Lettings",rightmove,https://www.rightmove.co.uk/properties/135057212#/?channel=RES_LET,2023-05-20
rent,"Imperial Wharf, London",2,2,,2817,650,"Barnard Marcus presents to the market a modern flat which boasts a large reception, two double bedrooms, two bathrooms and a private rear balcony set within the grounds of a stunning development. This property offers fantastic living space and includes high quality fixtures and fittings throughout.",Flat,London,"Barnard Marcus Lettings, Earls Court Lettings",rightmove,https://www.rightmove.co.uk/properties/135057203#/?channel=RES_LET,2023-05-20
rent,"Imperial House, Kensington, W8",2,2,,5633,1300,"Welcome to this exceptional 2-bedroom apartment, where every detail has been meticulously designed to offer a space that exudes style, light, and comfort. This luxurious residence boasts a range of modern amenities, including air conditioning, CCTV, digital TV, and video entry for added convenien...",Apartment,W8,"Barnard Marcus Lettings, Earls Court Lettings",rightmove,https://www.rightmove.co.uk/properties/135057182#/?channel=RES_LET,2023-05-20
rent,"Devonshire Close, London, W1G",2,2,,5980,1380,"This exquisite apartment exudes sophistication and modernity, nestled on the second floor of a charming red brick mews house in the highly sought-after neighbourhood of Marylebone.",Apartment,W1G,"Carter Jonas Lettings, Marylebone",rightmove,https://www.rightmove.co.uk/properties/133345364#/?channel=RES_LET,11/05/2023
rent,"Central Avenue, London",1,1,,2990,690,"A superior quality one bedroom property set within a development of modern luxury apartments. Situated on the river is a popular area Fulham. Offering 24 hour concierge, under floor heating and a private balcony with a view of the river.",Apartment,London,"Barnard Marcus Lettings, Earls Court Lettings",rightmove,https://www.rightmove.co.uk/properties/135057185#/?channel=RES_LET,2023-05-20
rent,"Observatory Court, 41 Friern Barnet Road, New Southgate, London, N11",1,1,,1600,369,"NO DEPOSIT OPTION AVAILABLE. A modern one bedroom first floor apartment with private balcony, located close to New Southgate mainline station and Arnos Grove underground station.",Apartment,N11,"Martyn Gerrard, Whetstone",rightmove,https://www.rightmove.co.uk/properties/128334689#/?channel=RES_LET,2023-05-20
rent,"Dulwich Road, London, SE24",2,1,,2000,462,"Delightful modern, stylish 2 bedroom, 1 bathroom flat in a great location. Property is part furnished. Available to move in from 17th June 2023, this property benefits from access to a communal... ** Property Reference: 1711671 **",Flat,SE24,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135057131#/?channel=RES_LET,2023-05-20
rent,"Latymer Court, Hammersmith Road, Hammersmith, W6",3,1,,3000,692,"Available from 11th July 2023 (Furnished) Very spacious three double bedroom ground floor flat in this popular purpose built block with 24 hour security in Latymer Court, Hammersmith. The flat comprises of three good size double bedrooms now, smaller living room spacious kitchen with breakfast t...",Flat,W6,"Latymers Estate Agents, London",rightmove,https://www.rightmove.co.uk/properties/135057137#/?channel=RES_LET,2023-05-20
rent,"Kingston Road, London, SW19",2,1,,2300,531,"A gorgeous two bedroom mid terrace cottage ideally situated in a small mews development just off Kingston road. The property is well presented throughout and features a modern fitted kitchen, one... ** Property Reference: 466171 **",Terraced,SW19,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135057122#/?channel=RES_LET,2023-05-20
rent,"Lascotts Road, Wood Green, London, N22 8JG",2,1,,1647,380,"Bryan Estates are happy to offer this picturesque Two bedroom flat located in a Victorian conversion on Lascotts Road, Wood Green N22. This spacious two bedroom flat is set out over two le...",Flat,8JG,"Bryan Estates, London",rightmove,https://www.rightmove.co.uk/properties/135057104#/?channel=RES_LET,2023-05-20
rent,"Lockgate Road, Chelsea, London",2,2,,3575,825,"Discover the epitome of luxury living at Chelsea Creek, where stunning homes are set around meandering waterways in the heart of this exceptional new quarter. This beautiful apartment offers two double bedrooms, each with built-in wardrobes, and three modern bathrooms, all finished to an incredib...",Apartment,London,"Barnard Marcus Lettings, Earls Court Lettings",rightmove,https://www.rightmove.co.uk/properties/134166575#/?channel=RES_LET,2023-05-20
rent,"Langham Road, Turnpike Lane, N15",,1,,775,179,RENT INCLUDES COUNCIL TAX & WATER. Double room with en-suite to rent in house share. The property is situated on a quiet residential turning and within easy reach of Turnpike Lane Underground Station (Piccadilly Lines - Zone 3) along with the High Road of Wood Green with all its shopping faciliti...,Studio,N15,"Coultons, North Chingford",rightmove,https://www.rightmove.co.uk/properties/135057023#/?channel=RES_LET,2023-05-20
rent,"Dartmouth Road, London, SE23",2,1,,2000,462,NO AGENTS PLS!!! Lovely - 2 Double bed GARDEN flat - LARGE PRIVATE back Garden Ideally suited for a professional couple or 2 friends. PRIVATE ENTRANCE & LARGE PRIVATE GARDEN 5 mins walk... ** Property Reference: 1707969 **,Flat,SE23,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86123733#/?channel=RES_LET,2023-05-20
rent,"Prideaux Road, London, SW9",2,1,,2300,531,"We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location. Available to move in from 29 May 2023, this property benefits from a warm fireplace. Property is offered furn... ** Property Reference: 1707834 **",Flat,SW9,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134869634#/?channel=RES_LET,2023-05-20
rent,"Marsh Wall, London, E14",2,2,,3500,808,"Offering astonishing views of the River Thames snaking West towards Central London, this West facing upper floor apartment in the desirable landmark development, a perfect level to enjoy the iconic London Skyline, particularly at Sunrise and Sunset. Perfectly located a short w",Apartment,E14,"Benham & Reeves, Canary Wharf",rightmove,https://www.rightmove.co.uk/properties/135056996#/?channel=RES_LET,2023-05-20
rent,"Fulham Broadway, Fulham",,1,,867,200,"A bright and modern studio apartment in the heart of Fulham with a kitchenette, studio room, wood flooring, stylish shared bathroom and INCLUSIVE OF ALL BILLS (except electric).",Studio,Fulham,"Dexters, Fulham",rightmove,https://www.rightmove.co.uk/properties/135056939#/?channel=RES_LET,2023-05-20
rent,Tabard Street London SE1,2,1,,2650,612,Available 17th June | Fantastic Location | Great Transport Links | Lots of Light | Furnished | Modern Development | Furnished | EPC D,Flat,SE1,"Acorn, London Bridge",rightmove,https://www.rightmove.co.uk/properties/135056945#/?channel=RES_LET,2023-05-20
rent,"Slingsby Place, Covent Garden, WC2E",,1,,2015,465,"A superb studio apartment in Covent Garden`s most talked about development, St. Martin`s Courtyard which is located only a couple of minutes` walk from Leicester Square and Covent Garden underground tube stations.",Flat,WC2E,"Greater London Properties, Soho",rightmove,https://www.rightmove.co.uk/properties/135056930#/?channel=RES_LET,2023-05-20
rent,"Camden High Street, Camden Town, NW1",,1,,1083,250,"A a lovely modern, bright, spacious studio flat with own kitchenette, finished to the high standard with all modern amenities, benefiting from high ceilings, good natural light & double glazed windows. Conveniently located in the heart of Camden within a short walk from Chalk Farm, Kentish To...",Studio,NW1,"Rochester Place, London",rightmove,https://www.rightmove.co.uk/properties/135056885#/?channel=RES_LET,2023-05-20
rent,"Pan Peninsula Square, London, E14",2,2,,2850,658,"Modern two bedroom apartment. This property is offered on a fully furnished basis and benefits from 24 hour concierge service, 5 * Health Club and is within walking distance of Canary Wharf and all it has to offer with a wide variety of bar, restaurants and shops along.",Apartment,E14,"Benham & Reeves, Canary Wharf",rightmove,https://www.rightmove.co.uk/properties/135056648#/?channel=RES_LET,2023-05-20
rent,"Nether Street, North Finchley, London, N12",2,1,,1800,415,"NO DEPOSIT OPTION AVAILABLE. Modern two double bedroom top floor apartment with roof terrace and gated parking, located close to North Finchley High Road and Woodside Park station.",Apartment,N12,"Martyn Gerrard, North Finchley",rightmove,https://www.rightmove.co.uk/properties/113206814#/?channel=RES_LET,2023-05-20
rent,"Smithfield Square, High Street, N8",2,2,,2300,531,"A luxury two bedroom apartment located in Hornsey N8. This impressive two bedroom, two bathroom apartment is situated on the third floor and boasts a stunning specification including features such as an interior designed kitchen, under floor heating, and a private balcony. Smithfield Sq...",Flat,N8,"Oakwood, Stoke Newington",rightmove,https://www.rightmove.co.uk/properties/135056396#/?channel=RES_LET,2023-05-20
rent,Basevi Way,2,,,1650,381,**NO DEPOSIT OPTION AVAILABLE** - Felicity J lord are pleased to present this delightful two bedroom apartment situated within this sought after riverside development Millennium Quay close to the centre of Greenwich.,Flat,Way,"Felicity J Lord, Greenwich Lettings",rightmove,https://www.rightmove.co.uk/properties/87577243#/?channel=RES_LET,2023-05-20
rent,"Horseferry Rd, London SW1P",2,2,,5200,1200,"Introducing Abell House, a new development located in the heart of Westminster. This well presented two-bedroom, two-bathroom apartment offers a spacious living room which leads to a private balcony.",Apartment,SW1P,"Such Properties, London",rightmove,https://www.rightmove.co.uk/properties/134293817#/?channel=RES_LET,2023-05-20
rent,"London Road, Forest Hill, SE23",1,1,,1300,300,"SHORT TERM - Commuters delight! This sassy one bedder in a purpose built block bang in the heart of Forest Hill with brand spanking new interior. London Road is the pulse of Forest Hill and you find this apartment just a hop, skip and jump away from Forest Hill station.",Flat,SE23,"Leaders Lettings, Forest Hill",rightmove,https://www.rightmove.co.uk/properties/135056270#/?channel=RES_LET,2023-05-20
rent,"Green Lane, SW16",3,1,,2800,646,BEAUTIFUL HOUSE TO RENT! A newly refurbished three bedroom house available to rent immediately !,Semi-Detached,SW16,"Such Properties, London",rightmove,https://www.rightmove.co.uk/properties/134877365#/?channel=RES_LET,2023-05-20
rent,"Finchley Road, London, NW8",2,1,,3012,695,"--Council Tax Included-- Located moments from Regent's Park, this fabulous 2 bedroom 2nd floor flat benefits from a recent refurbishment to an excellent standard throughout and boasts modern and stylish décor with a separate kitchen. The property is ideally situated near a great sel...",Flat,NW8,"SN Estates London, London",rightmove,https://www.rightmove.co.uk/properties/135055943#/?channel=RES_LET,2023-05-20
rent,"UNCLE Colindale, Aerial Square, London, NW9",3,2,,2924,675,"A selection of newly built, modern and spacious studios, 1, 2 & 3 bedroom apartments with access to a wide range of communal spaces. Easy transport links to Kings Cross within 22 minutes via Colindale station which is a 1-minute walk from UNCLE Colindale. UNCLE Colindale...",Apartment,NW9,"CBRE Residential, Letting Developments, London",rightmove,https://www.rightmove.co.uk/properties/135055898#/?channel=RES_LET,2023-05-20
