transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,listed_date
rent,"Ariel House, London Dock, Wapping E1W",1,1,,2708,625,"A luxury one bedroom apartment with balcony within Ariel House in the newly built London Dock development in Wapping, walking to the City. The property includes a spacious open plan kitchen/ living area, a sizeable bedroom, and a smart modern bathroom. Residents have access to the development's ...",Apartment,E1W,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064079#/?channel=RES_LET,2023-05-20
rent,"Meranti House, Goodman's Fields, Aldgate E1",,1,,2600,600,"Stunning studio suite set within Meranti House close to Tower Hill and The City. The property features a naturally bright, open plan living room with floor to ceiling windows connected to a spacious balcony, fully integrated modern kitchen, stylish bathroom and fitted wardrobes. Ample storage spa...",Studio,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064076#/?channel=RES_LET,2023-05-20
rent,"Cityscape, Kensington Apartments, Aldgate E1",2,2,,3358,775,"Bright two bedroom, two bathroom apartment with balcony within the Cityscape development located in Aldgate. This designer furnished apartment includes an inviting open plan living space, fitted kitchen with integrated appliances, wood flooring, floor-to-ceiling windows, underfloor heating, maste...",Apartment,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064073#/?channel=RES_LET,2023-05-20
rent,"Queensland Terrace, Waterlow Court, Islington N7",,1,,1647,380,"A spacious studio suite boasting approximately 614 sq ft of living space and situated in this new development. Features include an open plan living and dining area, underfloor heating, video entry phone and enclosed sliding wardrobes in the bedroom. Conveniently located within a short walk of bot...",Studio,N7,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064070#/?channel=RES_LET,2023-05-20
rent,"Avantgarde Tower, Shoreditch, London E1",2,2,,3467,800,"A two bedroom apartment within the impressive Avantgarde Tower located in E1. This unit has an inviting living space, fitted kitchen with integrated appliances, en-suite in the master bedroom, fitted wardrobes, wood flooring and two private dual-aspect balconies. The closest station is Shoreditch...",Apartment,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064067#/?channel=RES_LET,2023-05-20
rent,"Kensington Apartments, Cityscape, Aldgate E1",2,2,,3358,775,"A two bedroom, two bathroom apartment with a balcony in Kensington Apartments part of the Cityscape development. This furnished apartment includes an inviting open plan kitchen/ living room featuring Siemens appliances, oak flooring, under-floor heating, two bedrooms and two bathrooms. Concierge,...",Apartment,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064043#/?channel=RES_LET,2023-05-20
rent,"Dance Square, Clerkenwell, London EC1V",1,1,,2275,525,"Sizable one bedroom apartment with two balconies set within this secure development. This furnished property comprises a light open-plan living area leading to a balcony, a high-spec integrated kitchen, tiled flooring, recessed lighting, a large master bedroom with it's own private balcony and a...",Apartment,EC1V,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064037#/?channel=RES_LET,2023-05-20
rent,"Crawford Building, One Commercial Street, Aldgate E1",2,2,,3250,750,"A spacious two bedroom, two bathroom apartment situated within this fantastic development offering stunning views across the City. This luxury apartment features high specification throughout and offers a fully fitted stylish contemporary kitchen, floor to ceiling windows, fitted wardrobes, woode...",Apartment,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064034#/?channel=RES_LET,2023-05-20
rent,"Eagle Point, City Road, Shoreditch, EC1V",1,1,,2708,625,"Modern one bedroom apartment set in the impressive Eagle development, just moments away from London’s famous Old Street EC1. This superb apartment boasts a spacious open plan living room, sleek and hi-tech kitchen with Siemens appliances, wood flooring, recessed lighting, a large master bedroom a...",Apartment,EC1V,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064028#/?channel=RES_LET,2023-05-20
rent,"Cashmere House, Goodman's Fields, Aldgate E1",2,2,,3987,920,"A luxury two bedroom apartment set within Goodman's Fields a popular development in E1. This property features a private winter garden in the master bedroom and balcony off of the living room. Extra ensuite bathroom and WC. Ideally placed for local amenities and quick transport links, being only ...",Apartment,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064019#/?channel=RES_LET,2023-05-20
rent,"One Crown Place, The City, London EC2A",2,2,,4767,1100,"Spacious two bedroom apartment set within this brand-new residential development, One Crown Place, located a stone's throw away from London Liverpool Street & Moorgate Station. This property comprises bright open-plan living area, modern fitted kitchen, dual aspect views, private winter garden, t...",Apartment,EC2A,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135064016#/?channel=RES_LET,2023-05-20
rent,"Neroli House, Goodman's Fields, Aldgate, E1",1,1,,3120,720,"A spacious one bedroom apartment within Neroli House, Goodman’s Fields E1. Comprising a bright living area with a generous private balcony with views towards Canary Wharf, a high specification fitted & integrated kitchen. Dual-aspect double bedroom with fitted wardrobe and a modern family bathroo...",Apartment,E1,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/135063998#/?channel=RES_LET,2023-05-20
rent,"Paddington Exchange, Hermitage Street, Paddington W2",1,1,,2817,650,"A modern, luxury one bedroom apartment set within this desirable development close to Paddington Basin. The property is offered designer furnished and benefits from a generous open plan living room with integrated kitchen, luxury bathroom, fitted wardrobes, and private balcony. The development of...",Apartment,W2,"Chase Evans, City & Aldgate",rightmove,https://www.rightmove.co.uk/properties/133676324#/?channel=RES_LET,2023-05-20
rent,"Kidbrook Village, SE3",2,2,,2340,540,JCLiving are pleased to offer this rarely available brand new 2 beds apartment located within a stunning private development in the heart of east London SE3.,Flat,SE3,"JC Living, London",rightmove,https://www.rightmove.co.uk/properties/135063803#/?channel=RES_LET,2023-05-20
rent,"Sandringham Road, London, NW2",1,,,1600,369,Newly Decorated Ground Floor Garden Apartment Located In Willesden Green. Offered Furnished And Available from 31/05/23,Apartment,NW2,"Winkworth, Kensal Rise and Queens Park",rightmove,https://www.rightmove.co.uk/properties/130665773#/?channel=RES_LET,2023-05-20
rent,"Seven Sisters Road, N15",4,1,,2500,577,WHAT A FIND! This recently refurbished four double bedroom flat is perfect sharers!,Apartment,N15,"Such Properties, London",rightmove,https://www.rightmove.co.uk/properties/134453273#/?channel=RES_LET,2023-05-20
rent,"Queens Road, SW19",1,1,,1400,323,"Presented in SUPERB CONDITION THROUGHOUT, a BEAUTIFUL and BRIGHT one-bedroom flat in CENTRAL LOCATION. This FURNISHED property comprises a FITTED kitchen, a LARGE reception room, a LARGE bedroom and one MODERN bathroom, and further benefits from well-maintained COMMUNAL GARDENS and on-street PARK...",Flat,SW19,"Winchester White, Wimbledon",rightmove,https://www.rightmove.co.uk/properties/135063236#/?channel=RES_LET,2023-05-20
rent,"Edgeley Lane, Clapham",1,1,,1550,358,"Well presented one bedroom flat in an excellent location comprising spacious reception, fitted kitchen, double bedroom and bathroom.",Flat,Clapham,"Jacksons Estate Agents, Clapham",rightmove,https://www.rightmove.co.uk/properties/135063221#/?channel=RES_LET,2023-05-20
rent,"South Vale, London, SE19",1,1,,1390,321,"Beautiful newly decorated ground floor 1 bed garden flat, in the heart of the Crystal Palace triangle, very sought after area. Quiet, but very close to shops, restaurants and amenities; Gipsy Hill... ** Property Reference: 1711635 **",Flat,SE19,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135063185#/?channel=RES_LET,2023-05-20
rent,"Marylands Rd, Maida Vale, W9",1,1,,2150,496,"Rarely available One Bedroom top floor apartment in this well maintained terraced period conversion; reception room, separate fully fitted kitchen with dining space, double bedroom, bathroom and f... ** Property Reference: 1711734 **",Flat,W9,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135063194#/?channel=RES_LET,2023-05-20
rent,"Philbeach Gardens, Earls Court, London, SW5",2,1,,2600,600,"A bright and well presented two bedroom apartment set on the second floor of a Victorian conversion. The accommodation comprises of a spacious reception room and open plan kitchen, two double bedrooms and bathroom. Ideal for 2 sharers. Located on one of the most sought after Crescents in Earls ...",Apartment,SW5,"tlc Estate Agents, Earls Court",rightmove,https://www.rightmove.co.uk/properties/134790893#/?channel=RES_LET,15/05/2023
rent,"Cleeve House, London, E2",3,2,,4000,923,"3 Bed Flat, Cleeve House, E2 We are proud to offer this delightful 3 bedroom, 2 bathroom flat in a great location. Available to move in from 28 May 2023, this property benefits from available pa... ** Property Reference: 1711777 **",Flat,E2,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135063197#/?channel=RES_LET,2023-05-20
rent,"Oxford Drive, London, SE1 2FB, UK",2,2,,3550,819,"Show up and start living from day one in London with this stylish two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Southwark home.",Apartment,UK,"BLUEGROUND FURNISHED APARTMENTS UK LTD, London",rightmove,https://www.rightmove.co.uk/properties/117601640#/?channel=RES_LET,2023-05-20
rent,"Watt Street, SE15",2,2,,2000,462,PRIVATE GARDEN! We are proud to present to the market this two double bedroom house located within walking distance to Queens Road Peckham perfect for working professionals espcially if you are a doctor or nurse at Kings College Hospital.,Terraced,SE15,"Such Properties, London",rightmove,https://www.rightmove.co.uk/properties/135063116#/?channel=RES_LET,2023-05-20
rent,"Bridge House Quay, Canary Wharf, London E14",2,2,,1907,440,"Impressive two bedroom, two bathroom property with private terrace and balcony within Bridge House Quay in Canary wharf. The property is arranged over two floors and boast views the dock and Canary Wharf. Close to Canary Wharf Underground Station and a plethora of local amenities.",Apartment,E14,"Chase Evans, Docklands",rightmove,https://www.rightmove.co.uk/properties/135063098#/?channel=RES_LET,2023-05-20
rent,"Dericote Street, London, E8",2,1,,1895,437,Great 2 double bed flat in an amazing location on Dericote Street with views over Broadway Market and right by London Fields Park.,Flat,E8,"Findlay Property, London",rightmove,https://www.rightmove.co.uk/properties/86391275#/?channel=RES_LET,2023-05-20
rent,"Camden Road, Highbury, N7",,1,,1100,254,"A first floor studio flat. The property is a bright and spacious studio that comprises a sleeping area, reception area, modern kitchen, bathroom with shower and bath combo and storage space. The property also benefits from gas central heating. The property is set off Camden Road with Caledonian ...",Studio,N7,"Philip Alexander, N8",rightmove,https://www.rightmove.co.uk/properties/135063050#/?channel=RES_LET,2023-05-20
rent,"Fairmont Avenue, London, E14",1,1,,3000,692,"*PENTHOUSE APARTMENT / INTEGRATED KITCHEN / 24TH FLOOR* This luxury one bedroom penthouse apartment in Ontario Tower, has Sonos speakers fitted throughout, utility room, panoramic views of London and is available to be called home now! Perfect for a single professional or...",Penthouse,E14,"Robinson Jackson, Lee",rightmove,https://www.rightmove.co.uk/properties/135062588#/?channel=RES_LET,2023-05-20
rent,"Hertford Street, Mayfair, London, W1J",3,3,,13000,3000,"A delightful split-level 3-bedroom 3 bathroom flat in one of the most desired prime London locations in Mayfair. Very spacious rooms with high ceilings and an abundance of natural light. Wooden floors, service lift in the kitchen, large separate dining room and 2 additional storage ro...",Apartment,W1J,"Parkes Estate Agents, Kensington",rightmove,https://www.rightmove.co.uk/properties/135062498#/?channel=RES_LET,2023-05-20
rent,"Two Fifty One, Elephant & Castle, London SE1",1,1,,2383,550,"A luxury one bedroom apartment in Two Fifty One, a landmark London development. Conveniently located close to transport links and amenities of both Southwark and Elephant & Castle. This property offers a bright open plan kitchen/ living space, an ample sized bedroom and a modern bathroom suite. R...",Apartment,SE1,"Chase Evans, Elephant and Castle",rightmove,https://www.rightmove.co.uk/properties/133229468#/?channel=RES_LET,2023-05-20
rent,"High Street, Colliers Wood, SW19",1,1,,1550,358,"An alternative deposit option is available. A newly refurbished ground floor one bedroom flat located just a short walk to Colliers Wood Tube Station and the local amenities of the high street. The property consists of an open-plan kitchen/ reception room, a good sized double bedroom, ...",Apartment,SW19,"Stirling Ackroyd Lettings, Earlsfield - Lettings",rightmove,https://www.rightmove.co.uk/properties/135062204#/?channel=RES_LET,2023-05-20
rent,"Durnsford Road, London, SW19",,1,,1350,312,"An alternative deposit option is available. A contemporary studio apartment to rent, set within a popular development in Wimbledon, SW19. The property itself is located just a short walk from Haydon's Road Station (Thames Link) making access to stations such as Elephant and Castle and ...",Apartment,SW19,"Stirling Ackroyd Lettings, Earlsfield - Lettings",rightmove,https://www.rightmove.co.uk/properties/135062198#/?channel=RES_LET,2023-05-20
rent,"Green Pond Close, Walthamstow",1,1,,1250,288,VIEWINGS HAVE ALREADY TAKEN PLACE. PLEASE ENQUIRE TO GET REGISTERED FOR SIMILAR PROPERTIES. This modern purpose-built one bedroom apartment is on the ground floor of a popular low-rise development that has both communal gardens and residents’ parking. Close to all the amenities of Blackh...,Apartment,Walthamstow,"The Stow Brothers, Walthamstow",rightmove,https://www.rightmove.co.uk/properties/135062069#/?channel=RES_LET,2023-05-20
rent,"Higham Hill Road, Walthamstow",3,2,,2095,483,VIEWINGS HAVE ALREADY TAKEN PLACE. PLEASE ENQUIRE TO GET REGISTERED FOR SIMILAR PROPERTIES. An elegantly appointed and spacious three bedroom end of terrace spread across three floors and home to a landmark mural by Italian street artist Renato Hunto. Here you're ideally located between ...,End of Terrace,Walthamstow,"The Stow Brothers, Walthamstow",rightmove,https://www.rightmove.co.uk/properties/135062066#/?channel=RES_LET,2023-05-20
rent,"Princes Riverside Road, London, SE16",2,2,,2200,508,Stunning 6th floor penthouse apartment in a popular gated riverside development.,Penthouse,SE16,"Oppida, Surrey Quays - Lettings",rightmove,https://www.rightmove.co.uk/properties/135061619#/?channel=RES_LET,2023-05-20
rent,"Francis Road, Leyton",2,1,,1495,345,"VIEWINGS HAVE ALREADY TAKEN PLACE. PLEASE ENQUIRE TO GET REGISTERED FOR SIMILAR PROPERTIES. A sleek and beautifully bright two double bedroom first floor apartment perfectly located on Leyton's sought-after, thriving social hub of Francis Road. Here you have generous room sizes, leafy vi...",Apartment,Leyton,"The Stow Brothers, Walthamstow",rightmove,https://www.rightmove.co.uk/properties/135062054#/?channel=RES_LET,2023-05-20
rent,"Devonshire Road, Forest Hill, London, SE23",2,1,,1500,346,"This bright and spacious 2 double-bedroom flat is located on Devonshire Road, 0.1 mi from Honor Oak Park station.Comprising the entire first floor of this converted house the property offers over 800 sqft of living space. Council Tax: Lewisham Band C",Flat,SE23,"Stanford Estates, Forest Hill",rightmove,https://www.rightmove.co.uk/properties/135062009#/?channel=RES_LET,2023-05-20
rent,"Leyton Park Road, Leyton",3,2,,2195,507,"A smart and sizeable three double bedroom Victorian mid terrace, with twin bathrooms, cellar and lengthy private garden. Sat in the heart of Leyton you're handy for both the amenities of Leyton High Road and Francis Road's meeting spots. Coronation Gardens is just five minutes' walk arou...",Terraced,Leyton,"The Stow Brothers, Walthamstow",rightmove,https://www.rightmove.co.uk/properties/134700815#/?channel=RES_LET,11/05/2023
rent,"Havana Buildings, London, EC1V",1,1,,2400,554,"We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 19 June 2023. Property is offered furnished. Viewing highly recommended. Contact O... ** Property Reference: 1705130 **",Flat,EC1V,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135061865#/?channel=RES_LET,2023-05-20
rent,"109-11 Haverstock Hill, Belsize Park, London, NW3",2,1,,2250,519,Two bed flat with secure underground parking in Belsize Park,Flat,NW3,"Belvoir, Hendon",rightmove,https://www.rightmove.co.uk/properties/135061844#/?channel=RES_LET,2023-05-20
rent,"Harberson Road, London, SW12",2,2,,2500,577,"A lovely duplex, two bedroom, two bathroom purpose built apartment in a gated development. This property would be ideal for a professional couple or sharers.CURRENTLY BEING FULLY REPAINTED, NEW EN... ** Property Reference: 1700245 **",Flat,SW12,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/135061841#/?channel=RES_LET,2023-05-20
rent,Mitchem Road E6,4,1,,2500,577,***AVAILABLE FIRST WEEK OF JUNE*** *** We are proud to pressent to the market this fully furnished 4 bedroom mid terrace house located in the heart of east ham. The property is ideally located in East ham a short walk to East Ham Station. Available form the first week of June.,House,E6,"Bairstow Eves Lettings, Stratford",rightmove,https://www.rightmove.co.uk/properties/135061823#/?channel=RES_LET,2023-05-20
rent,"Leeward Court, E1W",1,,,1725,398,"**NO DEPOSIT OPTION AVAILABLE** - Lovely one bedroom apartment situated in the one of a kind Quay 430 development. Boasting spacious reception leading to fitted kitchen with appliances, three piece bathroom and secure entry.",Flat,E1W,"Felicity J Lord, Wapping Wall Lettings",rightmove,https://www.rightmove.co.uk/properties/72972600#/?channel=RES_LET,2023-05-20
rent,"Downs Road, London, E5",2,1,,2200,508,"This is a beautifully presented goodsize 2 bedroom, 1 bathroom flat in a great location. The whole flat has just been refurbished to a very high standard with a new kitchen and bathroom installed... ** Property Reference: 1700502 **",Flat,E5,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134781443#/?channel=RES_LET,2023-05-20
rent,"Bagshaw Building, Wardian, Isle Of Dogs E14",2,2,,3900,900,"Luxury two bedrooms, two bathrooms apartment set within this ground-breaking development located in the heart of the Isle Of Dogs. This stunning property comprises large wraparound garden, spacious living/dining area, fitted kitchen with integrated appliances, two ample sized bedrooms with fitted...",Apartment,E14,"Chase Evans, Pan Peninsula",rightmove,https://www.rightmove.co.uk/properties/135061733#/?channel=RES_LET,2023-05-20
