transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,date_added 
rent,"Dudley House, Robsart Street, Brixton, London, SW9",3,1, ,"2,600",600,3 bedroom maisonette to rent,,SW9,,omt,https://www.onthemarket.com/details/13228890/,today
rent,"Wandsworth Road, Nine Elms SW8",1,1, ,"2,817",650,1 bedroom apartment to rent,apartment,SW8,,omt,https://www.onthemarket.com/details/13228884/,today
rent,"Royal Court, Howard Road, Stanmore, HA7",1,1, ,"1,600",369,1 bedroom apartment to rent,apartment,HA7,,omt,https://www.onthemarket.com/details/10740255/,today
rent,"Calville House, Ronalds Road, TW8",1,1, ,"1,900",438,1 bedroom apartment to rent,apartment,TW8,,omt,https://www.onthemarket.com/details/12896198/,Reduced today
rent,"Kingwood Road, London, SW6",3,1, ,"3,250",750,3 bedroom terraced house to rent,terraced,SW6,,omt,https://www.onthemarket.com/details/12264058/,today
rent,"Harrovian House, 2A Woodlands Road, Harrow, HA1",Studio,, ,"1,300",300,Studio to rent,Studio,HA1,,omt,https://www.onthemarket.com/details/12543956/,today
rent,"Mildmay Road, London",3,2, ,"3,750",865,3 bedroom maisonette to rent,,London,,omt,https://www.onthemarket.com/details/3154045/,today
rent,"City Road, London",2,2, ,"3,250",750,2 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/2760277/,today
rent,"Northchurch Road, London",5,3, ,"12,000","2,769",5 bedroom house to rent,house,London,,omt,https://www.onthemarket.com/details/13228850/,today
rent,"Homestead Road, London",4,2, ,"7,000","1,615",4 bedroom terraced house to rent,terraced,London,,omt,https://www.onthemarket.com/details/13228842/,today
rent,"Academy Gardens, Duchess of Bedfords Walk, London",1,1, ,"5,417","1,250",1 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/7853931/,today
rent,"Schooner Close, London",2,2, ,"2,300",531,2 bedroom maisonette to rent,,London,,omt,https://www.onthemarket.com/details/13228841/,today
rent,"Vera Road, Fulham, London",2,1, ,"2,250",519,2 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/8592584/,today
rent,"Finchley Road, Hampstead, London",3,2, ,"2,900",669,3 bedroom maisonette to rent,,London,,omt,https://www.onthemarket.com/details/8890947/,today
rent,"Homestead Road, Fulham, London",1,1, ,"2,100",485,1 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/13228840/,today
rent,"Camden Park Road, Chislehurst",1,1, ,795,183,1 bedroom apartment to rent,apartment,Chislehurst,Humphriss & Ryde - Chislehurst,omt,https://www.onthemarket.com/details/13222189/,yesterday
rent,"Cottesmore Court, Stanford Road, London",3,2, ,"7,345","1,695",3 bedroom flat to rent,flat,London,Chestertons - Kensington High Street,omt,https://www.onthemarket.com/details/11812863/,today
rent,"Cavendish Buildings, Gilbert Street, Mayfair, London",3,2, ,"5,612","1,295",3 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/10559231/,today
rent,"Church Studios, Camden Town, London, NW1 NW1",3,2, ,"4,312",995,3 bedroom flat to rent,flat,NW1,,omt,https://www.onthemarket.com/details/9550931/,today
rent,"Brunswick Road, Leyton, London, E10 6RS",3,1, ,"1,700",392,3 bedroom maisonette to rent,,6RS,,omt,https://www.onthemarket.com/details/13228829/,today
rent,"Free Trade Wharf, The Highway, Wapping, E1W",1,2, ,"2,102",485,1 bedroom apartment to rent,apartment,E1W,,omt,https://www.onthemarket.com/details/13228828/,today
rent,"Chiswick High Road, London, W4",4,2, ,"3,000",692,4 bedroom terraced house to rent,terraced,W4,,omt,https://www.onthemarket.com/details/13228824/,today
rent,"Abercorn Place, St John's Wood, London",1,1, ,"4,000",923,1 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/13228818/,today
rent,"Ivor Court, Gloucester Place, Marylebone, London",Studio,1, ,"1,750",404,Studio to rent,Studio,London,,omt,https://www.onthemarket.com/details/9604484/,today
rent,"Cosway Mansions, Shroton Street, London",2,1, ,"2,750",635,2 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/11361612/,today
rent,"Fitzroy Road, Primrose Hill, Camden, London",4,3, ,"13,433","3,100",4 bedroom terraced house to rent,terraced,London,,omt,https://www.onthemarket.com/details/13228816/,today
rent,"Felix Road, London, W13",2,1, ,"1,900",438,2 bedroom apartment to rent,apartment,W13,,omt,https://www.onthemarket.com/details/13228820/,today
rent,"Felix Road, London, W13",2,1, ,"1,900",438,2 bedroom apartment to rent,apartment,W13,,omt,https://www.onthemarket.com/details/13228807/,today
rent,Bickenhall Street London W1U,3,3, ,"5,200","1,200",3 bedroom flat to rent,flat,W1U,,omt,https://www.onthemarket.com/details/13228805/,today
rent,"Redchurch Street, London, Shoreditch",2,1, ,"3,000",692,2 bedroom duplex to rent,duplex,Shoreditch,,omt,https://www.onthemarket.com/details/9236577/,today
rent,"Princes Way, London",4,2, ,"3,500",808,4 bedroom detached bungalow to rent,detached,London,,omt,https://www.onthemarket.com/details/13228796/,today
rent,"Onslow Crescent, South Kensington SW7",3,2, ,"5,850","1,350",3 bedroom flat to rent,flat,SW7,,omt,https://www.onthemarket.com/details/1302261/,today
rent,"Little Chester Street, London",4,4, ,"31,417","7,250",4 bedroom house to rent,house,London,,omt,https://www.onthemarket.com/details/13228789/,today
rent,"Greville House, Kinnerton Street, Knightsbridge, London",2,2, ,"7,150","1,650",2 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/1740267/,today
rent,"Glebe Place, Chelsea, London",5,3, ,"25,978","5,995",5 bedroom terraced house to rent,terraced,London,,omt,https://www.onthemarket.com/details/12909581/,Reduced today
rent,"Finborough Road, Chelsea, London",3,2, ,"5,417","1,250",3 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/13140627/,today
rent,"188 High Street, London, E15",2,1, ,"2,290",528,2 bedroom flat to rent,flat,E15,,omt,https://www.onthemarket.com/details/13228785/,today
rent,"Judde House, Royal Arsenal Riverside, Woolwich, SE18",1,1, ,"1,898",438,1 bedroom apartment to rent,apartment,SE18,,omt,https://www.onthemarket.com/details/13228784/,today
rent,"Eagle Point, City Road, Old Street, EC1V",2,2, ,"3,640",840,2 bedroom apartment to rent,apartment,EC1V,Savills - Shoreditch,omt,https://www.onthemarket.com/details/2048913/,< 7 days
rent,"Chelsea Cloisters, Sloane Avenue, Chelsea, SW3",Studio,1, ,"1,625",375,Studio to rent,Studio,SW3,Jackson-Stops - Pimlico,omt,https://www.onthemarket.com/details/7423246/,today
rent,Greenwich High Road Mumford Mills SE10,2,2, ,"3,295",760,2 bedroom flat to rent,flat,SE10,,omt,https://www.onthemarket.com/details/13228769/,today
rent,"Pan Peninsula, Canary Wharf, E14",Studio,1, ,"1,898",438,Studio to rent,Studio,E14,,omt,https://www.onthemarket.com/details/11620953/,today
rent,"Dukes Orchard, Bexley, Kent",4,1, ,"2,250",519,4 bedroom house to rent,house,Kent,,omt,https://www.onthemarket.com/details/13078255/,today
rent,"Crossford Street, London, SW9",2,2, ,"2,700",623,2 bedroom apartment to rent,apartment,SW9,,omt,https://www.onthemarket.com/details/13228746/,today
rent,"Phoenix House, South Street, Romford, RM1",1,1, ,950,219,1 bedroom flat to rent,flat,RM1,,omt,https://www.onthemarket.com/details/13228741/,today
rent,"Sulivan Court, Peterborough Road, London, SW6",2,1, ,"1,998",461,2 bedroom apartment to rent,apartment,SW6,,omt,https://www.onthemarket.com/details/13228725/,today
rent,"Dorset House, Gloucester Place, London",1,1, ,"3,500",808,1 bedroom apartment to rent,apartment,London,,omt,https://www.onthemarket.com/details/13228721/,today
rent,"City View, Centreway Apartments, Axon Place, Ilford",2,2, ,"1,800",415,2 bedroom apartment to rent,apartment,Ilford,,omt,https://www.onthemarket.com/details/9613345/,today
rent,"Clareville Street, South Kensington, London, SW7",5,3, ,"17,117","3,950",5 bedroom terraced house to rent,terraced,SW7,,omt,https://www.onthemarket.com/details/12843602/,Reduced today
rent,"Northwold Road, London, E5",1,1, ,"1,650",381,1 bedroom apartment to rent,apartment,E5,,omt,https://www.onthemarket.com/details/13228703/,today
rent,"Bagshaw Building, Wardian, Canary Wharf",1,1, ,"3,033",700,1 bedroom apartment to rent,apartment,Wharf,,omt,https://www.onthemarket.com/details/13063021/,Reduced today
rent,"Chi Building, London",2,2, ,"2,817",650,2 bedroom apartment to rent,apartment,London,,omt,https://www.onthemarket.com/details/13160465/,Reduced today
rent,"Golden Lane, London, EC1Y",1,1, ,"2,850",658,1 bedroom flat to rent,flat,EC1Y,,omt,https://www.onthemarket.com/details/13228688/,today
rent,"Eaton Drive, Kingston Upon Thames",2,1, ,"1,500",346,2 bedroom flat to rent,flat,Thames,,omt,https://www.onthemarket.com/details/13228686/,today
rent,"The Vale, London W3",1,1, ,"1,350",312,1 bedroom flat to rent,flat,W3,,omt,https://www.onthemarket.com/details/13228684/,today
rent,"Henry Tate Mews, Streatham, SW16",4,3, ,"2,995",691,4 bedroom terraced house to rent,terraced,SW16,,omt,https://www.onthemarket.com/details/13228679/,today
rent,"St. Asaph Road, New Cross, SE4",1,1, ,"1,550",358,1 bedroom flat to rent,flat,SE4,,omt,https://www.onthemarket.com/details/13228660/,today
rent,Arran Road London SE6,1,1, ,"1,450",335,1 bedroom flat to rent,flat,SE6,,omt,https://www.onthemarket.com/details/13228658/,today
rent,Olympic Way,1,1, ,"1,747",403,1 bedroom flat to rent,flat,Way,,omt,https://www.onthemarket.com/details/13228655/,today
rent,"Tudor Way, Southgate, London N14",Studio,1, ,600,138,Studio to rent,Studio,N14,,omt,https://www.onthemarket.com/details/13228647/,today
rent,"Tudor Way, Southgate, London N14",Studio,1, ,600,138,Studio to rent,Studio,N14,,omt,https://www.onthemarket.com/details/13228646/,today
rent,"Denning Mews, London, SW12",1,1, ,"2,000",462,1 bedroom apartment to rent,apartment,SW12,Savills - Clapham,omt,https://www.onthemarket.com/details/13210040/,< 7 days
rent,"Queens Drive, London N4",3,1, ,"2,750",635,3 bedroom flat to rent,flat,N4,ludlowthompson - Finsbury Park,omt,https://www.onthemarket.com/details/13228643/,today
rent,"Gordon Road, London, W5",2,1, ,"1,950",450,2 bedroom apartment to rent,apartment,W5,,omt,https://www.onthemarket.com/details/7009930/,today
rent,"The Mall, Southgate",5,2, ,"2,400",554,5 bedroom flat to rent,flat,Southgate,,omt,https://www.onthemarket.com/details/11351604/,Reduced today
rent,Benjamin Street Clerkenwell EC1M,2,2, ,"3,600",831,2 bedroom apartment to rent,apartment,EC1M,,omt,https://www.onthemarket.com/details/13228616/,today
rent,"Clareville Street, South Kensington, London, SW7",5,3, ,"17,117","3,950",5 bedroom terraced house to rent,terraced,SW7,,omt,https://www.onthemarket.com/details/780761/,Reduced today
rent,"37 St. Georges Road, Elephant and Castle, London",1,1, ,"1,651",381,1 bedroom flat to rent,flat,London,,omt,https://www.onthemarket.com/details/8755212/,today
rent,"Praed Street, Paddington, W2",2,1, ,"2,250",519,2 bedroom maisonette to rent,,W2,,omt,https://www.onthemarket.com/details/6855754/,today
rent,"Bermondsey Street, London, SE1",2,2, ,"2,500",577,2 bedroom flat to rent,flat,SE1,,omt,https://www.onthemarket.com/details/6157957/,today
rent,High Street London W3,1,1, ,"1,450",335,1 bedroom apartment to rent,apartment,W3,,omt,https://www.onthemarket.com/details/13228593/,today
rent,"Point West, 116 Cromwell Road, South Kensington, London, SW7",1,1, ,"2,600",600,1 bedroom apartment to rent,apartment,SW7,,omt,https://www.onthemarket.com/details/12452440/,today
rent,"Warwick Road, London W14",2,2, ,"3,402",785,2 bedroom flat to rent,flat,W14,,omt,https://www.onthemarket.com/details/13228583/,today
rent,"York Street, London W1H",3,2, ,"5,850","1,350",3 bedroom flat to rent,flat,W1H,,omt,https://www.onthemarket.com/details/12996935/,Reduced today
rent,Radnor Terrace London W14,2,3, ,"6,067","1,400",2 bedroom apartment to rent,apartment,W14,,omt,https://www.onthemarket.com/details/13228560/,today
rent,"Shirland Road, Maida Vale, London W9",1,1, ,"1,473",340,1 bedroom flat to rent,flat,W9,,omt,https://www.onthemarket.com/details/13228545/,today
rent,"East Churchfield Road, Acton, W3",1,1, ,"1,842",425,1 bedroom apartment to rent,apartment,W3,,omt,https://www.onthemarket.com/details/13228539/,today
rent,"Denison House, Lanterns Court, Canary Wharf E14",1,1, ,"1,820",420,1 bedroom apartment to rent,apartment,E14,,omt,https://www.onthemarket.com/details/13122208/,Reduced today
rent,"Grove Hall Court, Hall Road, St Johns Wood, London, NW8",Studio,1, ,"1,400",323,Studio to rent,Studio,NW8,,omt,https://www.onthemarket.com/details/12594361/,today
rent,"Prince Albert Road, London, NW8",3,2, ,"6,478","1,495",3 bedroom apartment to rent,apartment,NW8,,omt,https://www.onthemarket.com/details/13228525/,today
rent,"Glyn Road, London, E5",4,3, ,"3,750",865,4 bedroom terraced house to rent,terraced,E5,,omt,https://www.onthemarket.com/details/12250918/,today
rent,"Elgin Crescent, London, W11",4,3, ,"65,000","15,000",4 bedroom detached house to rent,detached,W11,,omt,https://www.onthemarket.com/details/6405458/,today
rent,"Stamford Road, London, N15",3,2, ,"2,995",691,3 bedroom apartment to rent,apartment,N15,,omt,https://www.onthemarket.com/details/13094700/,Reduced today
rent,"Charles Clowes Walk, London, SW11",2,2, ,"4,658","1,075",2 bedroom apartment to rent,apartment,SW11,,omt,https://www.onthemarket.com/details/13228509/,today
rent,"Wetherell Road, South Hackney, London, E9",2,2, ,"3,000",692,2 bedroom apartment to rent,apartment,E9,Savills - Victoria Park,omt,https://www.onthemarket.com/details/11743852/,yesterday
rent,"Westwood Building, Chelsea Creek, London, SW6",1,1, ,"2,817",650,1 bedroom apartment to rent,apartment,SW6,Johns & Co - Nine Elms,omt,https://www.onthemarket.com/details/13164394/,Reduced today
rent,"Rectory Road, London N16",Studio,, ,"1,280",295,Studio to rent,Studio,N16,,omt,https://www.onthemarket.com/details/13228492/,today
rent,"Fitzjohns Avenue, London, United Kingdom, NW3",1,1, ,"1,500",346,1 bedroom flat to rent,flat,NW3,,omt,https://www.onthemarket.com/details/13228491/,today
rent,"Wenlock Road, Angel",2,2, ,"2,700",623,2 bedroom flat to rent,flat,Angel,,omt,https://www.onthemarket.com/details/13167286/,Reduced today
rent,"Damac Tower, Vauxhall, London, SW8",1,1, ,"3,467",800,1 bedroom apartment to rent,apartment,SW8,,omt,https://www.onthemarket.com/details/13228486/,today
rent,"35 Oval Road, London, NW1",1,1, ,"2,383",550,1 bedroom apartment to rent,apartment,NW1,,omt,https://www.onthemarket.com/details/11815397/,today
rent,"Onslow Crescent, South Kensington SW7",3,2, ,"5,417","1,250",3 bedroom flat to rent,flat,SW7,,omt,https://www.onthemarket.com/details/7654723/,today
rent,"UNCLE Colindale, Aerial Square, London, NW9",3,2, ,"2,924",675,3 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13228479/,today
rent,"Douglass Tower, Goodluck Hope, London, E14",Studio,1, ,"1,842",425,Studio to rent,Studio,E14,,omt,https://www.onthemarket.com/details/12071656/,today
rent,"CREWDSON ROAD, OVAL",2,1, ,"1,998",461,2 bedroom flat to rent,flat,OVAL,,omt,https://www.onthemarket.com/details/6870831/,today
rent,"UNCLE Colindale, Aerial Square, London, NW9",2,2, ,"2,246",518,2 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13228454/,today
rent,"Richmond Hill, Richmond, TW10",2,2, ,"3,500",808,2 bedroom flat to rent,flat,TW10,,omt,https://www.onthemarket.com/details/11381130/,today
rent,"Westwood Building, Lockgate Road, SW6",1,1, ,"2,816",650,1 bedroom apartment to rent,apartment,SW6,,omt,https://www.onthemarket.com/details/13032981/,Reduced today
rent,"Labyrinth Tower, Dalston Square, London, E8",1,1, ,"2,300",531,1 bedroom apartment to rent,apartment,E8,,omt,https://www.onthemarket.com/details/13197560/,Reduced today
rent,"Willowbrook House, Coster Avenue, Woodberry Grove, London, N4",3,3, ,"3,500",808,3 bedroom apartment to rent,apartment,N4,,omt,https://www.onthemarket.com/details/10344526/,today
rent,"Montague Road, Wimbledon, London, SW19",1,1, ,"1,895",437,1 bedroom flat to rent,flat,SW19,,omt,https://www.onthemarket.com/details/13228447/,today
rent,"Montague Road, Wimbledon, London, SW19",1,1, ,"3,467",800,1 bedroom flat to rent,flat,SW19,,omt,https://www.onthemarket.com/details/13228446/,today
rent,"Worple Road, Wimbledon, London, SW19",2,1, ,"7,800","1,800",2 bedroom maisonette to rent,,SW19,,omt,https://www.onthemarket.com/details/12877095/,Reduced today
rent,"Elton Close, Kingston upon Thames, KT1",1,1, ,"1,400",323,1 bedroom flat to rent,flat,KT1,,omt,https://www.onthemarket.com/details/10803566/,today
rent,Larden Road London W3,2,2, ,"2,200",508,2 bedroom flat to rent,flat,W3,,omt,https://www.onthemarket.com/details/13228429/,today
rent,"Rutherford House, 3 Waldegrave Road, Teddington, TW11",1,1, ,"1,400",323,1 bedroom flat to rent,flat,TW11,,omt,https://www.onthemarket.com/details/10888193/,today
rent,"York Way, Kings Cross, London, N1",1,1, ,"2,492",575,1 bedroom apartment to rent,apartment,N1,,omt,https://www.onthemarket.com/details/13228422/,today
rent,"Denning Mews, London, SW12",1,1, ,"2,000",462,1 bedroom apartment to rent,apartment,SW12,Savills - Clapham,omt,https://www.onthemarket.com/details/13210040/,< 7 days
rent,"Buckhurst House, Holloway",1,1, ,"1,750",404,1 bedroom flat to rent,flat,Holloway,Living Space Estate Agents - Islington,omt,https://www.onthemarket.com/details/13228415/,today
rent,"UNCLE Colindale, Aerial Square, London, NW9",3,2, ,"2,750",635,3 bedroom apartment to rent,apartment,NW9,,omt,https://www.onthemarket.com/details/13228413/,today
rent,"Ashley Lane, Hendon, London, NW4",5,3, ,"3,800",877,5 bedroom semi-detached house to rent,semi-detached,NW4,,omt,https://www.onthemarket.com/details/12949454/,Reduced today
rent,"Northwold Road, London, E5",2,1, ,"2,100",485,2 bedroom apartment to rent,apartment,E5,,omt,https://www.onthemarket.com/details/13228409/,today
