transaction,address,bedroom,bathroom,living_room,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,listed_date
rent,"Beauchamp Road, Sutton SM1",3,1,2, ,"£2,300",£531,***available now – click to see 360 virtual tour*** Leaders Sutton are pleased to bring to the market this newly refurbished three bedroom semi ...,3 bed semi-detached house to rent,SM1,Leaders - Sutton,zoopla,https://www.zoopla.co.uk/to-rent/details/64661413/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,18-05-2023
rent,"Prince Of Wales Terrace, London W8",2,2,1, ,"£12,133","£2,800",Luxury Living Homes is pleased to present a magnificent two-bedroom duplex apartment situated in a charming Victorian boutique building.This ...,2 bed flat to rent,W8,Luxury Living Homes International,zoopla,https://www.zoopla.co.uk/to-rent/details/64661153/?search_identifier=33f5294fcac540bb24f72139867afddc410d0049a0ee986d96b98b184d5f285c,18-05-2023
rent,"Campden Hill, London W8",3,3,1, ,"£34,667","£8,000","Hidden from the clamour of the capital, Holland Park Villas is an exceptional new gated development adjacent to Holland Park comprised of seventy ...",3 bed flat to rent,W8,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661550/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Campden Hill, London W8",3,3,1, ,"£52,000","£12,000","Short let Hidden from the clamour of the capital, Holland Park Villas is an exceptional gated development adjacent to Holland Park comprised of ...",3 bed flat to rent,W8,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661552/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Long Lane, Ickenham, Uxbridge UB10",2,1,1, ,"£1,450",£335,A large two bedroom split level maisonette above shops located in the heart of the much sort after Ickenham Village. Set over two floors the ...,2 bed maisonette to rent,UB10,Lakin & Co Ickenham,zoopla,https://www.zoopla.co.uk/to-rent/details/64661542/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Viscount House, Lakeside Drive, London NW10",1,1,1, ,"£1,815",£419,"Northside Estates offer to the market a range of bright, spacious and beautifully finished high spec new one, two and three bedroom apartments at ...",1 bed flat to rent,NW10,Northside Estates,zoopla,https://www.zoopla.co.uk/to-rent/details/64661529/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Leslie Road, East Finchley, London N2",1,1,1, ,"£1,500",£346,"Offers in excess of £1500pcm available August 2023, block viewing to be confirmed. A stunning, modern One Bedroom First Floor apartment to rent ...",1 bed flat to rent,N2,Reliable Homes,zoopla,https://www.zoopla.co.uk/to-rent/details/64661496/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Uxbridge Road, Kingston Upon Thames KT1",,1,1, ,£995,£230,Exceptionally bright and spacious studio apartment situated on a sought after river road close to Surbiton Mainline Station.,Studio to rent,KT1,Hamptons - Kingston Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64661474/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Wanstead Road, Bromley BR1",2,1,1, ,"£1,500",£346,Two bedroom first floor apartment. Energy Efficiency Rating D.,2 bed flat to rent,BR1,Langford Russell - Bromley,zoopla,https://www.zoopla.co.uk/to-rent/details/64661476/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Arthouse, 1 York Way, Kings Cross, Islington, London N1C",1,1,1, ,"£2,600",£600,"Please Quote ref: Asp 11547 The apartment comes with engineered timber floor finish to the living room and bedroom, metered environmentally ...",1 bed flat to rent,N1C,Relocate Me,zoopla,https://www.zoopla.co.uk/to-rent/details/58179417/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Kensington Gardens Square, London W2",1,1,1, ,"£1,100",£254,This spacious furnished room located in the heart of Notting Hill is available with bills included.,1 bed property to rent,W2,Portico - Hammersmith,zoopla,https://www.zoopla.co.uk/to-rent/details/64661446/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Villier Street, Uxbridge UB8",4,1,1, ,"£2,200",£508,**student accommodation** This four bedroom semi-detached student house is in a perfect location for students looking to be seconds from Brunel ...,4 bed semi-detached house to rent,UB8,Romans - Uxbridge,zoopla,https://www.zoopla.co.uk/to-rent/details/61547197/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Manoel Road, Twickenham TW2",3,1,2, ,"£2,500",£577,This beautifully presented 3 bedroom house is located in a quiet and sought-after residential street in Twickenham. The property is within walking ...,3 bed terraced house to rent,TW2,Leaders - Kingston,zoopla,https://www.zoopla.co.uk/to-rent/details/64661442/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Vellum Court, Hillyfield, London E17",2,2,1, ,"£1,800",£415,"No deposit option available. Hot water and heating included* A spacious and well presented two bedroom, two bathroom apartment within a short ...",2 bed flat to rent,E17,Portico - Walthamstow,zoopla,https://www.zoopla.co.uk/to-rent/details/61179024/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Cromwell Avenue, London W6",2,1,1, ,"£1,800",£415,"Recently refurbished throughout, this two bedroom mansion flat is located moments from Ravenscourt Park Underground station.",2 bed flat to rent,W6,Portico - Hammersmith,zoopla,https://www.zoopla.co.uk/to-rent/details/64661437/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Chronicle Tower, Lexicon 261B City Road, Islington, Angel, Old Street, London EC1V",2,2,1, ,"£3,142",£725,** virtual viewing & video of unit available upon request ** please quote asp id: 19583 This charming two bedroom apartment consists of two double ...,2 bed flat to rent,EC1V,Relocate Me,zoopla,https://www.zoopla.co.uk/to-rent/details/40525514/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Dawson House, Battersea Power Station, Vauxhall SW11",2,2,1, ,"£5,200","£1,200",Please Quote asp - id 26968 Length of Contract: 12 Months Security Deposit: 5 Weeks of Weekly rent Council Tax: Ask Agent 63 square metres 678 ...,2 bed flat to rent,SW11,Relocate Me,zoopla,https://www.zoopla.co.uk/to-rent/details/45334642/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Kingcup Farm, Willets Lane, Denham UB9",3,3,1, ,"£1,800",£415,**No deposit option available for tenants. Greater protection provided to landlords (ask for details)** Gibbs Gillespie present this unique and ...,3 bed semi-detached house to rent,UB9,Gibbs Gillespie - Uxbridge,zoopla,https://www.zoopla.co.uk/to-rent/details/58614868/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Homefield Park, Sutton SM1",3,1,1, ,"£1,800",£415,***excellent location - available in July*** Leaders are pleased to bring to the market this Spacious three Bedroom Apartment located within the ...,3 bed flat to rent,SM1,Leaders - Sutton,zoopla,https://www.zoopla.co.uk/to-rent/details/59540422/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Glanville Mews, Stanmore, Middlesex HA7",1,1,1, ,"£1,450",£335,** no deposit option available for tenants! (ask for further details)** Skilfully designed to present an ultra-contemporary haven of sheer ...,1 bed flat to rent,HA7,Gibbs Gillespie - Stanmore,zoopla,https://www.zoopla.co.uk/to-rent/details/64661430/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Windmill Hill, Ruislip HA4",2,1,1, ,"£1,600",£369,Gibbs Gillespie bring to the market this generously proportioned two bedroom unfurnished ground floor apartment located within easy walking ...,2 bed maisonette to rent,HA4,Gibbs Gillespie - Ruislip Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64661432/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Braybourne Close, Uxbridge, Middlesex UB8",2,1,1, ,"£1,450",£335,A thoughtfully designed two bedroom house set in the heart of Uxbridge town centre beside a riverside setting.,2 bed end terrace house to rent,UB8,Gibbs Gillespie - Uxbridge,zoopla,https://www.zoopla.co.uk/to-rent/details/64661433/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Marlborough Road, St. James's Palace, London SW1A",2,2,1, ,"£26,000","£6,000",An impressive unfurnished two-bedroom apartment on the fourth floor of The owo Residences offering an incredible sense of light and space. The ...,2 bed flat to rent,SW1A,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661417/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Marlborough Road, St. James's Palace, London SW1A",,1,1, ,"£8,017","£1,850",An impeccably presented studio apartment in The owo Residences by Raffles that has been interior designed and presented to turnkey standard. It ...,Property to rent,SW1A,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661419/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Buckler Court, Eden Grove, London N7",1,1,1, ,"£1,863",£430,One bedroom 7th floor apartment in the Vizion7 development. The property comprises an open plan kitchen/reception with integrated appliances and ...,1 bed flat to rent,N7,Stadium Residential,zoopla,https://www.zoopla.co.uk/to-rent/details/44743202/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Chestnut Grove, London SW12",1,1,1, ,"£1,600",£369,This one bedroom apartment comprises of a spacious bright reception room/bedroom with ample storage. Located moments away from Balham underground ...,1 bed flat to rent,SW12,Portico - Battersea,zoopla,https://www.zoopla.co.uk/to-rent/details/64661425/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Malpas Road, Brockley SE4",1,1,1, ,"£1,500",£346,One Bedroom Victorian Apartment / six month contract only / no deposit option available / Rear Garden / Unfurnished / Laminated Floor / Central ...,1 bed flat to rent,SE4,Leaders - Lewisham,zoopla,https://www.zoopla.co.uk/to-rent/details/53913881/?search_identifier=68b837d6959227b9730835916284d859b5dc71910a30385ea22e8840dea76e6b,18-05-2023
rent,"Campden Hill, London W8",3,3,1, ,"£34,667","£8,000","Hidden from the clamour of the capital, Holland Park Villas is an exceptional new gated development adjacent to Holland Park comprised of seventy ...",3 bed flat to rent,W8,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661550/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Campden Hill, London W8",3,3,1, ,"£52,000","£12,000","Short let Hidden from the clamour of the capital, Holland Park Villas is an exceptional gated development adjacent to Holland Park comprised of ...",3 bed flat to rent,W8,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661552/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Long Lane, Ickenham, Uxbridge UB10",2,1,1, ,"£1,450",£335,A large two bedroom split level maisonette above shops located in the heart of the much sort after Ickenham Village. Set over two floors the ...,2 bed maisonette to rent,UB10,Lakin & Co Ickenham,zoopla,https://www.zoopla.co.uk/to-rent/details/64661542/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Viscount House, Lakeside Drive, London NW10",1,1,1, ,"£1,815",£419,"Northside Estates offer to the market a range of bright, spacious and beautifully finished high spec new one, two and three bedroom apartments at ...",1 bed flat to rent,NW10,Northside Estates,zoopla,https://www.zoopla.co.uk/to-rent/details/64661529/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Leslie Road, East Finchley, London N2",1,1,1, ,"£1,500",£346,"Offers in excess of £1500pcm available August 2023, block viewing to be confirmed. A stunning, modern One Bedroom First Floor apartment to rent ...",1 bed flat to rent,N2,Reliable Homes,zoopla,https://www.zoopla.co.uk/to-rent/details/64661496/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Uxbridge Road, Kingston Upon Thames KT1",,1,1, ,£995,£230,Exceptionally bright and spacious studio apartment situated on a sought after river road close to Surbiton Mainline Station.,Studio to rent,KT1,Hamptons - Kingston Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64661474/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Wanstead Road, Bromley BR1",2,1,1, ,"£1,500",£346,Two bedroom first floor apartment. Energy Efficiency Rating D.,2 bed flat to rent,BR1,Langford Russell - Bromley,zoopla,https://www.zoopla.co.uk/to-rent/details/64661476/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Arthouse, 1 York Way, Kings Cross, Islington, London N1C",1,1,1, ,"£2,600",£600,"Please Quote ref: Asp 11547 The apartment comes with engineered timber floor finish to the living room and bedroom, metered environmentally ...",1 bed flat to rent,N1C,Relocate Me,zoopla,https://www.zoopla.co.uk/to-rent/details/58179417/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Kensington Gardens Square, London W2",1,1,1, ,"£1,100",£254,This spacious furnished room located in the heart of Notting Hill is available with bills included.,1 bed property to rent,W2,Portico - Hammersmith,zoopla,https://www.zoopla.co.uk/to-rent/details/64661446/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Villier Street, Uxbridge UB8",4,1,1, ,"£2,200",£508,**student accommodation** This four bedroom semi-detached student house is in a perfect location for students looking to be seconds from Brunel ...,4 bed semi-detached house to rent,UB8,Romans - Uxbridge,zoopla,https://www.zoopla.co.uk/to-rent/details/61547197/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Manoel Road, Twickenham TW2",3,1,2, ,"£2,500",£577,This beautifully presented 3 bedroom house is located in a quiet and sought-after residential street in Twickenham. The property is within walking ...,3 bed terraced house to rent,TW2,Leaders - Kingston,zoopla,https://www.zoopla.co.uk/to-rent/details/64661442/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Vellum Court, Hillyfield, London E17",2,2,1, ,"£1,800",£415,"No deposit option available. Hot water and heating included* A spacious and well presented two bedroom, two bathroom apartment within a short ...",2 bed flat to rent,E17,Portico - Walthamstow,zoopla,https://www.zoopla.co.uk/to-rent/details/61179024/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Cromwell Avenue, London W6",2,1,1, ,"£1,800",£415,"Recently refurbished throughout, this two bedroom mansion flat is located moments from Ravenscourt Park Underground station.",2 bed flat to rent,W6,Portico - Hammersmith,zoopla,https://www.zoopla.co.uk/to-rent/details/64661437/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Chronicle Tower, Lexicon 261B City Road, Islington, Angel, Old Street, London EC1V",2,2,1, ,"£3,142",£725,** virtual viewing & video of unit available upon request ** please quote asp id: 19583 This charming two bedroom apartment consists of two double ...,2 bed flat to rent,EC1V,Relocate Me,zoopla,https://www.zoopla.co.uk/to-rent/details/40525514/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Dawson House, Battersea Power Station, Vauxhall SW11",2,2,1, ,"£5,200","£1,200",Please Quote asp - id 26968 Length of Contract: 12 Months Security Deposit: 5 Weeks of Weekly rent Council Tax: Ask Agent 63 square metres 678 ...,2 bed flat to rent,SW11,Relocate Me,zoopla,https://www.zoopla.co.uk/to-rent/details/45334642/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Kingcup Farm, Willets Lane, Denham UB9",3,3,1, ,"£1,800",£415,**No deposit option available for tenants. Greater protection provided to landlords (ask for details)** Gibbs Gillespie present this unique and ...,3 bed semi-detached house to rent,UB9,Gibbs Gillespie - Uxbridge,zoopla,https://www.zoopla.co.uk/to-rent/details/58614868/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Homefield Park, Sutton SM1",3,1,1, ,"£1,800",£415,***excellent location - available in July*** Leaders are pleased to bring to the market this Spacious three Bedroom Apartment located within the ...,3 bed flat to rent,SM1,Leaders - Sutton,zoopla,https://www.zoopla.co.uk/to-rent/details/59540422/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Glanville Mews, Stanmore, Middlesex HA7",1,1,1, ,"£1,450",£335,** no deposit option available for tenants! (ask for further details)** Skilfully designed to present an ultra-contemporary haven of sheer ...,1 bed flat to rent,HA7,Gibbs Gillespie - Stanmore,zoopla,https://www.zoopla.co.uk/to-rent/details/64661430/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Windmill Hill, Ruislip HA4",2,1,1, ,"£1,600",£369,Gibbs Gillespie bring to the market this generously proportioned two bedroom unfurnished ground floor apartment located within easy walking ...,2 bed maisonette to rent,HA4,Gibbs Gillespie - Ruislip Lettings,zoopla,https://www.zoopla.co.uk/to-rent/details/64661432/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Braybourne Close, Uxbridge, Middlesex UB8",2,1,1, ,"£1,450",£335,A thoughtfully designed two bedroom house set in the heart of Uxbridge town centre beside a riverside setting.,2 bed end terrace house to rent,UB8,Gibbs Gillespie - Uxbridge,zoopla,https://www.zoopla.co.uk/to-rent/details/64661433/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Marlborough Road, St. James's Palace, London SW1A",2,2,1, ,"£26,000","£6,000",An impressive unfurnished two-bedroom apartment on the fourth floor of The owo Residences offering an incredible sense of light and space. The ...,2 bed flat to rent,SW1A,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661417/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Marlborough Road, St. James's Palace, London SW1A",,1,1, ,"£8,017","£1,850",An impeccably presented studio apartment in The owo Residences by Raffles that has been interior designed and presented to turnkey standard. It ...,Property to rent,SW1A,Mark Tunstall Property,zoopla,https://www.zoopla.co.uk/to-rent/details/64661419/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Buckler Court, Eden Grove, London N7",1,1,1, ,"£1,863",£430,One bedroom 7th floor apartment in the Vizion7 development. The property comprises an open plan kitchen/reception with integrated appliances and ...,1 bed flat to rent,N7,Stadium Residential,zoopla,https://www.zoopla.co.uk/to-rent/details/44743202/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Chestnut Grove, London SW12",1,1,1, ,"£1,600",£369,This one bedroom apartment comprises of a spacious bright reception room/bedroom with ample storage. Located moments away from Balham underground ...,1 bed flat to rent,SW12,Portico - Battersea,zoopla,https://www.zoopla.co.uk/to-rent/details/64661425/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
rent,"Malpas Road, Brockley SE4",1,1,1, ,"£1,500",£346,One Bedroom Victorian Apartment / six month contract only / no deposit option available / Rear Garden / Unfurnished / Laminated Floor / Central ...,1 bed flat to rent,SE4,Leaders - Lewisham,zoopla,https://www.zoopla.co.uk/to-rent/details/53913881/?search_identifier=8d16c65c6ea4761adcbaaf5fb9828e31c352a33945401a65afb5f96d6a81aee9,18-05-2023
sales,"East Park Close, Chadwell Heath, Essex RM6",4,1,1,"500,000",,,Open House Saturday 27th May 2023 - by appointment only. End of terrace house with large driveway. This house has open plan living areas with ...,4 bed end terrace house for sale,RM6,Douglas Allen - Chadwell Heath,zoopla,https://www.zoopla.co.uk/for-sale/details/64661539/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Lincoln Square, 18 Portugal Street, London WC2A",2,2,1,"2,500,000",,,"LiFE Residential are proud to present this beautiful and luxury two-bedroom apartment within the popular and iconic, Lincoln Square (Lodha UK), in ...",2 bed flat for sale,WC2A,LiFE Residential - South Bank,zoopla,https://www.zoopla.co.uk/for-sale/details/64661537/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"East Park Close, Chadwell Heath, Essex RM6",4,1,1,"330,500",,,Lifetime Lease price for Over 60s: You can benefit from saving up to 59% from the market value with a one-off payment to become the Lifetime Lease ...,4 bed end terrace house for sale,RM6,Homewise Ltd,zoopla,https://www.zoopla.co.uk/for-sale/details/64661518/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Strathmore Road, Croydon CR0",2,1,,"425,000",,,Heaven Estates Agents are proud to present this Two bedroom flat for sale in Croydon Heaven Estate Agents Are Proud To Present a Two Bedroom Flat ...,2 bed flat for sale,CR0,Heaven Estate Agent LTD,zoopla,https://www.zoopla.co.uk/for-sale/details/64661395/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Crundale Avenue, London NW9",4,3,2,"750,000",,,This 4 bedroom home is located on the ever popular and sought-after ‘Valley Drive Estate’ within a quarter of a mile of Kingsbury High Road ...,4 bed semi-detached house for sale,NW9,Winkworth - Kingsbury,zoopla,https://www.zoopla.co.uk/for-sale/details/64661341/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Harwood Road, London, United Kingdom SW6",1,1,,"550,000",,,"A superb, spacious, one bedroom, raised ground floor flat in the heart of Fulham Broadway.",1 bed flat for sale,SW6,Winkworth - Parsons Green,zoopla,https://www.zoopla.co.uk/for-sale/details/64661332/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Basing Way, Finchley, London N3",2,1,1,"325,000",,,"Ground floor two bedroom apartment set within this low rise building. The property benefits from communal gardens, external storage and no onward ...",2 bed flat for sale,N3,Drivers & Norris,zoopla,https://www.zoopla.co.uk/for-sale/details/64661298/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Shrubbery Close, London N1",2,1,1,"925,000",,,"A unique two-bedroomed, freehold mews house with private garden, situated within the heart of one of Islington's most-sought after conservation ...",2 bed mews for sale,N1,Cluttons - Islington,zoopla,https://www.zoopla.co.uk/for-sale/details/64661292/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Northumberland Place, Notting Hill, London W2",4,3,2,"4,650,000",,,"This beautifully presented and cleverly designed freehold house provides spacious and bright rooms, with the added benefits of a front and rear ...",4 bed terraced house for sale,W2,Stroud Fuller Lurot,zoopla,https://www.zoopla.co.uk/for-sale/details/64661262/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Phoenix Place, Holborn, London WC1X",2,2,1,"1,422,950",,,Spacious 2 bedroom apartment in this iconic development designed by acclaimed interior architects Conran + Partners. Residents will benefit from a ...,2 bed flat for sale,WC1X,LRC - London Sales and Letting Agency,zoopla,https://www.zoopla.co.uk/new-homes/details/64661131/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Stapleton Hall Road, Stroud Green, London N4",5,4,2,"1,900,000",,,"A substantial freehold home, having been recently renovated throughout and being sold with vacant possession and no onward chain. This bright and ...",5 bed terraced house for sale,N4,Anthony Pepe Crouch End,zoopla,https://www.zoopla.co.uk/for-sale/details/64661133/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Albert Road, Leyton, London E10",1,1,1,"402,000",,,Spacious 1 bedroom 1 bathroom apartment in a new development located in the heart of Leyton. Only a few mins walk from Leyton tube station and ...,1 bed flat for sale,E10,LRC - London Sales and Letting Agency,zoopla,https://www.zoopla.co.uk/new-homes/details/64661122/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Albert Road, Leyton, London E10",3,2,1,"663,000",,,Spacious 3 bedroom 2 bathroom apartment in a new development located in the heart of Leyton. Only a few mins walk from Leyton tube station and ...,3 bed flat for sale,E10,LRC - London Sales and Letting Agency,zoopla,https://www.zoopla.co.uk/new-homes/details/64661119/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Albert Road, Leyton, London E10",2,2,1,"512,000",,,Spacious 2 bedroom 2 bathroom apartment in a new development located in the heart of Leyton. Only a few mins walk from Leyton tube station and ...,2 bed flat for sale,E10,LRC - London Sales and Letting Agency,zoopla,https://www.zoopla.co.uk/new-homes/details/64661111/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Oaks Avenue, Gipsy Hill SE19",5,4,3,"2,500,000",,,"Landmark Five Bedroom Pavilion Conversion With Garage, Gated Entrance and osp - chain free. Enjoying an exclusive, secluded and peaceful setting, ...",5 bed detached house for sale,SE19,Wooster & Stock,zoopla,https://www.zoopla.co.uk/for-sale/details/64661117/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Oaks Pavilion Mews, Gipsy Hill SE19",5,3,2,"1,850,000",,,Impressive Five Bedroom Home With Generous Garden in Gated Development - chain free. This wonderful five bedroom home promises a noteworthy ...,5 bed detached house for sale,SE19,Wooster & Stock,zoopla,https://www.zoopla.co.uk/for-sale/details/64661095/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
sales,"Oaks Pavilion Mews, Gipsy Hill SE19",5,3,2,"1,750,000",,,"Large Detached Five Bedroom Home in Gated Development - chain free. Enjoying the privacy and peace of an exclusive gated development, this ...",5 bed detached house for sale,SE19,Wooster & Stock,zoopla,https://www.zoopla.co.uk/for-sale/details/64661092/?search_identifier=1207f69fcaa209d44c9e39c32aeae6f6409e0f3225283d26c16206f8cb9a72ca,18-05-2023
